NAME_2,STATE_NA_1,Land resource area,Pasture_grassland_mean_npp(gC/m2/yr),Grassland/Pasture NPP percetage of LRRs,HANPP_grazing(gC/m2/yr)Site_speific,Grassland/Pasture area_Acres,Grassland/Pasture area_m2,HANPP_grazing_Tonnes(Site specific),County_Area_m2,HANPP_grazing_gC/m2/yr(County),HANPP_grazing_Tonnes(County)
McClain,Oklahoma,C great plains,388.534612,8.26,32.09295895,204965.8,829467897.4,26620.07918,1502899968,17.71247571,26620.07918
Cleveland,Oklahoma,C great plains,377.154513,8.26,31.15296277,117028.3,473597146.1,14753.95426,1445350016,10.20787636,14753.95426
Harmon,Oklahoma,C great plains,139.939888,8.26,11.55903475,6088.5,24639307.11,284.8066071,1395369984,0.204108308,284.8066071
Kiowa,Oklahoma,C great plains,276.55541,8.26,22.84347687,97935,396329234.1,9053.53769,2669570048,3.391384203,9053.53769
Jackson,Oklahoma,C great plains,209.842838,8.26,17.33301842,11568.5,46816099.91,811.464322,2083000064,0.389565193,811.464322
Garvin,Oklahoma,C great plains,377.156115,8.26,31.1530951,299462.6,1211883217,37753.91312,2107529984,17.91382016,37753.91312
Tillman,Oklahoma,C great plains,274.758252,8.26,22.69503162,158307,640646266,14539.48726,2277129984,6.385005408,14539.48726
Cotton,Oklahoma,C great plains,313.259837,8.26,25.87526254,174729.5,707105824.4,18296.54885,1663389952,10.99955475,18296.54885
Union,New Mexico,C great plains,200.130552,8.26,16.5307836,1174467.5,4752905547,78569.25305,9923600384,7.917414044,78569.25305
Curry,New Mexico,C great plains,212.56138,8.26,17.55756999,119327.8,482902900.7,8478.601477,3648839936,2.323643028,8478.601477
Roosevelt,New Mexico,C great plains,205.831741,8.26,17.00170181,56797.6,229851935.5,3907.874068,6355729920,0.614858422,3907.874068
Lea,New Mexico,C great plains,170.314307,8.26,14.06796176,134135.8,542828803.6,7636.49485,11381799936,0.670939121,7636.49485
Cottle,Texas,C great plains,153.155568,8.26,12.65064992,11038.3,44670454.74,565.1102845,2334510080,0.242068042,565.1102845
Stonewall,Texas,C great plains,137.130076,8.26,11.32694428,14560.8,58925519.09,667.4460712,2384509952,0.279909115,667.4460712
Coleman,Texas,C great plains,180.37199,8.26,14.89872637,6569.1,26584228.03,396.0711392,3319020032,0.11933376,396.0711392
Ector,Texas,C great plains,85.506306,8.26,7.062820876,1418.7,5741280.282,40.54963423,2335280128,0.017363927,40.54963423
Fisher,Texas,C great plains,150.288696,8.26,12.41384629,20190.5,81708126.83,1014.312127,2335399936,0.434320525,1014.312127
Callahan,Texas,C great plains,191.278532,8.26,15.79960674,16868.4,68264053.22,1078.545196,2334089984,0.462083811,1078.545196
Mitchell,Texas,C great plains,141.954198,8.26,11.72541675,14533.3,58814230.44,689.621363,2373390080,0.290563852,689.621363
Hall,Texas,C great plains,159.102241,8.26,13.14184511,35933,145415820.4,1911.032187,2341220096,0.81625482,1911.032187
Dickens,Texas,C great plains,182.108714,8.26,15.04217978,69183.6,279976343.5,4211.454492,2345959936,1.79519455,4211.454492
Eastland,Texas,C great plains,294.009317,8.26,24.28516958,70419.7,284978667.1,6920.755259,2413929984,2.867007455,6920.755259
Llano,Texas,C great plains,239.961095,8.26,19.82078645,21153.1,85603634.27,1696.731354,2502170112,0.678103917,1696.731354
Yoakum,Texas,C great plains,187.710643,8.26,15.50489911,368.5,1491267.91,23.12195849,2071840000,0.011160108,23.12195849
Kent,Texas,C great plains,146.888265,8.26,12.13297069,29503.5,119396534,1448.634648,2337629952,0.619702296,1448.634648
Howard,Texas,C great plains,155.337078,8.26,12.83084264,19636.3,79465357.02,1019.607491,2341740032,0.435405928,1019.607491
Taylor,Texas,C great plains,139.830314,8.26,11.54998394,1131.1,4577403.346,52.86893512,2380679936,0.022207494,52.86893512
Collingsworth,Texas,C great plains,172.5556,8.26,14.25309256,75371.8,305019122.5,4347.465786,2381720064,1.825347089,4347.465786
Motley,Texas,C great plains,206.4369,8.26,17.05168794,72919.4,295094603.1,5031.861085,670161024,7.50843589,5031.861085
Haskell,Texas,C great plains,175.435943,8.26,14.49100889,64971.9,262932183.2,3810.152605,2357949952,1.615875096,3810.152605
Wilbarger,Texas,C great plains,178.792411,8.26,14.76825315,146346.6,592244201.7,8746.412296,2532849920,3.453190111,8746.412296
Palo Pinto,Texas,C great plains,284.509543,8.26,23.50048825,247025.5,999677614.9,23492.91205,2552079872,9.205398429,23492.91205
Baylor,Texas,C great plains,181.426796,8.26,14.98585335,207013.6,837755057.3,12554.47443,2334149888,5.378606788,12554.47443
Shackelford,Texas,C great plains,194.739299,8.26,16.0854661,203137,822066999.8,13223.33086,2371320064,5.576358525,13223.33086
Garza,Texas,C great plains,150.193448,8.26,12.4059788,53546.4,216694784.3,2688.310901,2321359872,1.158075891,2688.310901
Potter,Texas,C great plains,198.877308,8.26,16.42726564,108321.1,438360326.7,7201.061534,2388339968,3.015090661,7201.061534
Briscoe,Texas,C great plains,248.484435,8.26,20.52481433,149207.5,603821863.5,12393.33164,2335389952,5.306750432,12393.33164
Stephens,Texas,C great plains,215.008335,8.26,17.75968847,263004.7,1064343200,18902.40366,2386400000,7.92088655,18902.40366
Jack,Texas,C great plains,288.606348,8.26,23.83888434,320689.3,1297784701,30937.73938,2383369984,12.98067006,30937.73938
Randall,Texas,C great plains,269.460729,8.26,22.25745622,316383.1,1280358112,28497.51462,2389669888,11.92529343,28497.51462
Crosby,Texas,C great plains,260.942624,8.26,21.55386074,65538.1,265223515.4,5716.590716,2334820096,2.448407364,5716.590716
Throckmorton,Texas,C great plains,212.399744,8.26,17.54421885,335580.6,1358047707,23825.88618,2371150080,10.04824047,23825.88618
Young,Texas,C great plains,244.473266,8.26,20.19349177,313308.7,1267916446,25603.66031,2410850048,10.62017952,25603.66031
Andrews,Texas,C great plains,120.93765,8.26,9.98944989,92937.8,376106265.3,3757.094691,3888250112,0.96626878,3757.094691
Borden,Texas,C great plains,153.751564,8.26,12.69987919,65600.9,265477658.2,3371.534185,2346710016,1.436706778,3371.534185
Gaines,Texas,C great plains,189.342503,8.26,15.63969075,48338.8,195620356.2,3059.441874,3891790080,0.786127158,3059.441874
Hockley,Texas,C great plains,289.492778,8.26,23.91210346,42172.5,170666203.4,4080.987912,2353370112,1.73410374,4080.987912
Dawson,Texas,C great plains,212.256232,8.26,17.53236476,47588.7,192584806.5,3376.467075,2336580096,1.445046579,3376.467075
Dallam,Texas,C great plains,246.103469,8.26,20.32814654,477299.6,1931564659,39265.12944,3899369984,10.06960858,39265.12944
Sherman,Texas,C great plains,246.209423,8.26,20.33689834,180262.2,729495886.7,14835.68369,2390530048,6.206022677,14835.68369
Hansford,Texas,C great plains,210.285777,8.26,17.36960518,101803.4,411984107.3,7156.001285,2383229952,3.002648267,7156.001285
Ochiltree,Texas,C great plains,220.13693,8.26,18.18331042,170376.8,689491056.8,12537.22992,2377949952,5.272285023,12537.22992
Lipscomb,Texas,C great plains,217.960497,8.26,18.00353705,436712.6,1767314752,31817.91663,2414540032,13.17763061,31817.91663
Hartley,Texas,C great plains,228.397992,8.26,18.86567414,201007.2,813447997.4,15346.24485,3789289984,4.049899826,15346.24485
Moore,Texas,C great plains,228.199377,8.26,18.84926854,155644.2,629870287.2,11872.59419,2355729920,5.039879185,11872.59419
Hutchinson,Texas,C great plains,169.618105,8.26,14.01045547,97680.6,395299712.9,5538.329026,2318540032,2.388713997,5538.329026
Roberts,Texas,C great plains,182.917261,8.26,15.10896576,183717.5,743479002.1,11233.19878,2391830016,4.696487087,11233.19878
Hemphill,Texas,C great plains,210.93406,8.26,17.42315336,355910.2,1440318752,25094.8945,2363760128,10.61651485,25094.8945
Oldham,Texas,C great plains,168.356438,8.26,13.90624178,163766.1,662738479.4,9216.201531,3888410112,2.370172195,9216.201531
Carson,Texas,C great plains,230.31973,8.26,19.0244097,142663.7,577340021,10983.55309,2392839936,4.590174599,10983.55309
Gray,Texas,C great plains,210.326613,8.26,17.37297823,318558.3,1289160842,22396.56325,2406889984,9.305187772,22396.56325
Wheeler,Texas,C great plains,220.986835,8.26,18.25351257,291131.9,1178170041,21505.74165,2370200064,9.073386664,21505.74165
Deaf Smith,Texas,C great plains,275.138444,8.26,22.72643547,323401.2,1308759380,29743.43561,3880780032,7.664293096,29743.43561
Armstrong,Texas,C great plains,246.563114,8.26,20.36611322,220885.9,893894313.3,18205.15279,2366670080,7.692306985,18205.15279
Donley,Texas,C great plains,198.721966,8.26,16.41443439,140697.1,569381466.1,9346.074719,2416669952,3.867336006,9346.074719
Parmer,Texas,C great plains,380.531608,8.26,31.43191082,77374,313121745.6,9842.014785,2292069888,4.293941837,9842.014785
Castro,Texas,C great plains,426.036616,8.26,35.19062448,160464.6,649377771.2,22852.00929,2328689920,9.813246966,22852.00929
Swisher,Texas,C great plains,301.141882,8.26,24.87431945,244793.3,990644214,24641.60064,2333329920,10.56070144,24641.60064
Childress,Texas,C great plains,193.293835,8.26,15.96607077,725.2,2934782.872,46.85695103,1848009984,0.025355356,46.85695103
Bailey,Texas,C great plains,248.908448,8.26,20.5598378,14877.1,60205540.91,1237.816156,2142909952,0.577633304,1237.816156
Lamb,Texas,C great plains,327.807881,8.26,27.07693097,47452.1,192032005.4,5199.637355,2635749888,1.972735493,5199.637355
Hale,Texas,C great plains,376.28168,8.26,31.08086677,158714.2,642294147.4,19963.05882,2602230016,7.671519696,19963.05882
Floyd,Texas,C great plains,340.426784,8.26,28.11925236,171114.9,692478044.2,19471.96488,2570510080,7.575136557,19471.96488
Foard,Texas,C great plains,108.364687,8.26,8.950923146,2351.4,9515786.604,85.17507457,1833289984,0.04646023,85.17507457
Wichita,Texas,C great plains,252.616457,8.26,20.86611935,179617.9,726888494.8,15167.34209,1638749952,9.255434038,15167.34209
Clay,Texas,C great plains,288.080444,8.26,23.79544467,450800.4,1824326107,43410.65094,2891599872,15.01267563,43410.65094
Cochran,Texas,C great plains,198.09322,8.26,16.36249997,6947.4,28115155.16,460.0342256,2008029952,0.229097293,460.0342256
Hockley,Texas,C great plains,289.492778,8.26,23.91210346,42172.5,170666203.4,4080.987912,2353370112,1.73410374,4080.987912
Lubbock,Texas,C great plains,360.427565,8.26,29.77131687,75589.7,305900933.3,9107.073617,2332930048,3.903706253,9107.073617
Crosby,Texas,C great plains,260.942624,8.26,21.55386074,65538.1,265223515.4,5716.590716,2334820096,2.448407364,5716.590716
King,Texas,C great plains,115.78343,8.26,9.563711318,11544.3,46718165.9,446.799052,2365050112,0.188917372,446.799052
Knox,Texas,C great plains,149.579556,8.26,12.35527133,5235.8,21188549.59,261.7902792,2215369984,0.118170004,261.7902792
Archer,Texas,C great plains,216.34728,8.26,17.87028533,316064.2,1279067568,22857.3024,2396999936,9.535796,22857.3024
Terry,Texas,C great plains,251.999765,8.26,20.81518059,35264.7,142711303.8,2970.561562,2307320064,1.287451016,2970.561562
Lynn,Texas,C great plains,256.937069,8.26,21.2230019,79607.1,322158788.7,6837.176585,2313659904,2.955134665,6837.176585
Haskell,Texas,C great plains,175.435943,8.26,14.49100889,64971.9,262932183.2,3810.152605,2357949952,1.615875096,3810.152605
Young ,Texas,C great plains,244.473266,8.26,20.19349177,313308.7,1267916446,25603.66031,2410850048,10.62017952,25603.66031
Borden,Texas,C great plains,153.751564,8.26,12.69987919,65600.9,265477658.2,3371.534185,2346710016,1.436706778,3371.534185
Scurry,Texas,C great plains,184.528257,8.26,15.24203403,128782.1,521163129.2,7943.58615,2350320128,3.379789015,7943.58615
Jones,Texas,C great plains,168.027889,8.26,13.87910363,9379.5,37957523.37,526.8164004,2427529984,0.217017464,526.8164004
Martin,Texas,C great plains,140.413674,8.26,11.59816947,8570.9,34685232.37,402.2852033,2371620096,0.169624639,402.2852033
Taylor,Texas,C great plains,139.830314,8.26,11.54998394,1131.1,4577403.346,52.86893512,2380679936,0.022207494,52.86893512
Coke,Texas,C great plains,146.114706,8.26,12.06907472,47875.3,193744636.6,2338.318494,2403340032,0.972945344,2338.318494
Runnels,Texas,C great plains,144.282262,8.26,11.91771484,1170.9,4738468.374,56.47171487,2737799936,0.020626677,56.47171487
Brown,Texas,C great plains,243.618973,8.26,20.12292717,23631.7,95634181.46,1924.439669,2478439936,0.776472183,1924.439669
Tom Green,Texas,C great plains,144.068105,8.26,11.90002547,33336.3,134907339,1605.400771,3991160064,0.402239135,1605.400771
,,,,,,,,,,,
Colusa,California,California,284.339599,7.87,22.37752644,127737.5,516935779.3,11567.74407,2994949888,3.862416568,11567.74407
Butte,California,California,337.543103,7.87,26.56464221,121143.3,490249975,13023.31518,4343680000,2.998221595,13023.31518
Marin,California,California,661.61881,7.87,52.06940035,46073.7,186453813.6,9708.538266,1408809984,6.891304275,9708.538266
San Luis Obispo,California,California,308.372024,7.87,24.26887829,916231.5,3707860608,89985.61781,8608459776,10.45316121,89985.61781
Sonoma,California,California,599.397936,7.87,47.17261756,159401.1,645073935.5,30429.82606,4122970112,7.38055946,30429.82606
Stanislaus,California,California,398.534013,7.87,31.36462682,292753,1184730406,37158.62706,3920900096,9.477065507,37158.62706
San Diego,California,California,314.486311,7.87,24.75007268,154104.8,623640550.9,15435.14896,11032200192,1.399099789,15435.14896
Merced,California,California,328.291514,7.87,25.83654215,433839.5,1755687719,45360.89976,5124879872,8.851114736,45360.89976
Madera,California,California,279.713143,7.87,22.01342435,246392.6,997116357.2,21949.9455,5575499776,3.936857032,21949.9455
San Joaquin,California,California,387.511895,7.87,30.49718614,148339,600307165.5,18307.67937,3694949888,4.954784211,18307.67937
Kings,California,California,156.177591,7.87,12.29117641,147642,597486504.1,7343.812026,3604059904,2.037649823,7343.812026
Orange,California,California,390.711222,7.87,30.74897317,12922.7,52296357.72,1608.059301,2069479936,0.777035463,1608.059301
Santa Clara,California,California,480.34798,7.87,37.80338603,102776.1,415920488,15723.20277,3367640064,4.668908335,15723.20277
Santa Cruz,California,California,758.642306,7.87,59.70514948,12384.7,50119147.04,2992.371166,1157250048,2.585760244,2992.371166
Solano,California,California,458.734729,7.87,36.10242317,116134.5,469980062.7,16967.41911,2305100032,7.360816828,16967.41911
Kern,California,California,195.297558,7.87,15.36991781,1194163.4,4832612097,74276.85076,21138999296,3.513735429,74276.85076
Tulare,California,California,258.398977,7.87,20.33599949,433622,1754807527,35685.76497,12532500480,2.847457698,35685.76497
Ventura,California,California,442.006922,7.87,34.78594476,53237.3,215443899.9,7494.4196,4810890240,1.557803073,7494.4196
San Mateo,California,California,772.920047,7.87,60.8288077,13789.4,55803771.28,3394.476872,1186439936,2.861060867,3394.476872
Fresno,California,California,233.580149,7.87,18.38275773,659455.1,2668722466,49058.47853,15568700416,3.151096573,49058.47853
Contra Costa,California,California,436.337657,7.87,34.33977361,94519.7,382507993.1,13135.23789,1970579968,6.665671072,13135.23789
Sacramento,California,California,410.679399,7.87,32.3204687,169192.7,684699169.9,22129.79809,2575269888,8.593195686,22129.79809
Mendocino,California,California,480.586035,7.87,37.82212095,95523.2,386569017.2,14620.86012,9102579712,1.606232583,14620.86012
Glenn,California,California,279.962583,7.87,22.03305528,204718.3,828466299.5,18253.64378,3435399936,5.313397018,18253.64378
Tehama,California,California,296.184063,7.87,23.30968576,486546.8,1968986783,45896.46317,7674050048,5.980735451,45896.46317
Lake,California,California,377.35395,7.87,29.69775587,102642.9,415381446.3,12335.89678,3443010048,3.582881435,12335.89678
Sutter,California,California,354.908316,7.87,27.93128447,21292.1,86166147.81,2406.731186,1576070016,1.527045856,2406.731186
Yuba,California,California,380.650127,7.87,29.95716499,61533.9,249019078.6,7459.905623,1667970048,4.472445792,7459.905623
Napa,California,California,507.007772,7.87,39.90151166,52830.1,213796018.5,8530.784324,2042409984,4.176822671,8530.784324
Yolo,California,California,354.009325,7.87,27.86053388,82438.8,333618282.2,9294.783452,2650419968,3.506909684,9294.783452
San Mateo,California,California,772.920047,7.87,60.8288077,13789.4,55803771.28,3394.476872,1186439936,2.861060867,3394.476872
San Benito,California,California,306.008459,7.87,24.08286572,380550.8,1540035810,37088.47563,3601789952,10.29723447,37088.47563
Santa Barbara,California,California,480.247091,7.87,37.79544606,270013.6,1092707237,41299.35745,7126539776,5.795148662,41299.35745
Los Angeles,California,California,213.45351,7.87,16.79879124,111345.9,450601268.9,7569.556647,10621700096,0.712650195,7569.556647
,,,,,,,,,,,
Sharp,Arkansas,East and central farming,468.795297,13.35,62.58417215,71822.6,290656007,18190.46558,1570540032,11.58229985,18190.46558
Fulton,Arkansas,East and central farming,481.339759,13.35,64.25885783,115642.5,467989007.6,30072.4391,1606569984,18.71841215,30072.4391
Jackson,Arkansas,East and central farming,635.228797,13.35,84.8030444,8252.8,33397926.21,2832.245819,1660969984,1.705175799,2832.245819
Van Buren,Arkansas,East and central farming,479.004793,13.35,63.94713987,66235.1,268044176.8,17140.65846,1875750016,9.138029224,17140.65846
Faulkner,Arkansas,East and central farming,486.150094,13.35,64.90103755,142704,577503109.4,37480.55099,1719640064,21.79557907,37480.55099
Pulaski,Arkansas,East and central farming,664.996069,13.35,88.77697521,49018.2,198369792.9,17610.67018,2091990016,8.418142557,17610.67018
Benton,Arkansas,East and central farming,455.213585,13.35,60.7710136,187129.5,757286888.4,46021.09179,2289669888,20.09944404,46021.09179
Clay,Arkansas,East and central farming,602.785932,13.35,80.47192192,20990.3,84944805.46,6835.671752,1662249984,4.112300688,6835.671752
Sebastian,Arkansas,East and central farming,425.695499,13.35,56.83034912,97912.4,396237775.1,22518.33109,1417299968,15.88818994,22518.33109
Washington,Arkansas,East and central farming,481.926651,13.35,64.33720791,190709.9,771776265.9,49653.93008,2466789888,20.12896612,49653.93008
Carroll,Arkansas,East and central farming,471.718443,13.35,62.97441214,139864.9,566013669.2,35644.37808,1653880064,21.55197276,35644.37808
Boone,Arkansas,East and central farming,473.51957,13.35,63.2148626,137419.4,556117073.1,35154.86436,1559270016,22.54571947,35154.86436
Marion,Arkansas,East and central farming,456.492436,13.35,60.94174021,72030.5,291497349.2,17764.35573,1658269952,10.71258374,17764.35573
Baxter,Arkansas,East and central farming,459.858828,13.35,61.39115354,50039.9,202504469.7,12431.98299,1519810048,8.179958416,12431.98299
Randolph,Arkansas,East and central farming,486.219265,13.35,64.91027188,68830.7,278548206.6,18080.63982,1699090048,10.64136644,18080.63982
Madison,Arkansas,East and central farming,501.6932,13.35,66.9760422,121156.6,490303798.3,32838.60788,2167940096,15.14737789,32838.60788
