,,,,,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,gC/m2/yr ,
County,State,ID,Year,Area m2,Alfalfa,Corn Grain,Corn Silage,Cotton Pima,Cotton Upland,Haylage,Sorghum,Soybeans,Wheat Winter,Wheat Spring Durum,Wheat Excl Duram,Crops Other,Total crops,Hardwood,Softwood,Total Timber,BLM Grazing,USFS Grazing,Grazing Private Land,Total Grazing,Total HANPP Harvest,Alfalfa,Corn Grain,Corn Silage,Cotton Pima,Cotton Upland,Haylage,Sorghum,Soybeans,Wheat Winter,Wheat Spring,Wheat Excl Duram,Crops Other,Total crops,Hardwood,Softwood,Total Timber,USFS Grazing,BLM Grazing,Grazing Private Land,Total Grazing,Total HANPP Harvest,NPP 2012,NPP Percent
CARLISLE,KENTUCKY,KENTUCKY_CARLISLE,2012,515254016,,41812.53,,0,,,0,22003.81,17435.34,,,,81251.68,54221.78362,336.4104304,54558.19405,,,,0,135809.8741,0,81.14935294,0,0,0,0,0,42.70478117,33.83833887,0,0,0,157.692473,105.2331121,6.52902E-07,105.2331128,,0,,0,263.5784872,799.781561,32.96
CARLTON,MINNESOTA,MINNESOTA_CARLTON,2012,2266889984,18025.65,815.1739,,0,,,0,0,,,,,18840.8239,66673.28222,15649.09234,82322.37456,,,,0,101163.1985,7.951709226,0.359600115,0,0,0,0,0,0,0,0,0,0,8.311309341,29.41178561,6.90333E-06,29.41179251,,0,,0,44.62642615,456.883389,9.77
CAROLINE,MARYLAND,MARYLAND_CAROLINE,2012,844492032,,87610.38,,0,,,0,51412.57,37799.99,,,,176822.94,7436.668239,2937.583937,10374.25218,,,,0,187197.1922,0,103.7432879,0,0,0,0,0,60.87987577,44.76062363,0,0,0,209.3837873,8.806084554,3.47852E-06,8.806088033,,0,,0,221.6683936,1008.846662,21.97
CAROLINE,VIRGINIA,VIRGINIA_CAROLINE,2012,1391360000,,16854.64,,0,,,0,20782.44,13594.03,,,,51231.11,35891.12381,43318.85024,79209.97405,,,,0,130441.0841,0,12.11378795,0,0,0,0,0,14.93678128,9.77031825,0,0,0,36.82088748,25.79571341,3.11342E-05,25.79574454,,0,,0,93.75077913,689.97623,13.59
CARROLL,ILLINOIS,ILLINOIS_CARROLL,2012,1208390016,10611.38,479348,,0,,,0,53290.98,3831.064,,,,547081.424,2062.413171,,2062.413171,,,,0,549143.8372,8.78141979,396.6831848,0,0,0,0,0,44.10081124,3.170387002,0,0,0,452.7358028,1.70674463,,1.70674463,,0,,0,454.4425474,471.718443,96.34
CARROLL,INDIANA,INDIANA_CARROLL,2012,971113024,3106.353,245318.1,,0,,,0,84645.29,3964.497,,,,337034.24,6349.836402,66.08062025,6415.917022,,,,0,343450.157,3.19875537,252.6153948,0,0,0,0,0,87.16317041,4.08242594,0,0,0,347.0597466,6.538720257,6.80463E-08,6.538720325,,0,,0,353.6665131,642.303581,55.06
CARROLL,IOWA,IOWA_CARROLL,2012,1476770048,14494.63,437367.1,,0,,,0,106786.1,,,,,558647.83,1189.524609,,1189.524609,,,,0,559837.3546,9.81508937,296.1646606,0,0,0,0,0,72.31058088,0,0,0,0,378.2903308,0.805490747,,0.805490747,,0,,0,379.0958216,850.269243,44.59
CARROLL,MISSOURI,MISSOURI_CARROLL,2012,1816649984,,162966.1,,0,,,794.7002,109605,9875.06,,,,283240.8602,6170.124051,,6170.124051,,,,0,289410.9843,0,89.70693388,0,0,0,0,0.437453669,60.33358157,5.435862762,0,0,0,155.9138319,3.39642975,,3.39642975,,0,,0,159.3102616,685.864865,23.23
CARROLL,TENNESSEE,TENNESSEE_CARROLL,2012,1553970048,,67700.88,,0,12332.98,,0,26225.84,14765.9,,,,121025.6,34889.86929,12951.80157,47841.67086,,,,0,168867.2709,0,43.56639955,0,0,7.936433534,0,0,16.8766702,9.502049296,0,0,0,77.88155258,22.45208608,8.33465E-06,22.45209441,,0,,0,108.668292,597.343659,18.19
CARROLL,GEORGIA,GEORGIA_CARROLL,2012,1304809984,,,,0,,,0,181.7419,176.6366,,,,358.3785,20598.45852,102154.6316,122753.0901,,,,0,123111.4686,0,0,0,0,0,0,0,0.139286105,0.135373428,0,0,0,0.274659532,15.78655802,7.82908E-05,15.78663631,,0,,0,94.35202836,541.200688,17.43
CARROLL,MARYLAND,MARYLAND_CARROLL,2012,1172829952,,101744.4,,0,,,0,37075.35,14070.9,,,,152890.65,7701.9579,270.3298101,7972.28771,,,,0,160862.9377,0,86.75119511,0,0,0,0,0,31.61187173,11.99739142,0,0,0,130.3604583,6.566986021,2.30494E-07,6.566986251,,0,,0,137.1579379,799.192862,17.16
CARROLL,OHIO,OHIO_CARROLL,2012,1033320000,13515.28,16712.82,,0,,,0,6025.843,1316.145,,,,37570.088,20607.01625,108.1319241,20715.14817,,,,0,58285.23617,13.07947199,16.17390547,0,0,0,0,0,5.831536213,1.273705145,0,0,0,36.35861882,19.94253111,1.04645E-07,19.94253121,,0,,0,56.40579508,508.776165,11.09
CARROLL,MISSISSIPPI,MISSISSIPPI_CARROLL,2012,1643680000,,26176.27,,0,3897.009,,0,12807.31,7268.771,,,,50149.36,30705.13883,17367.18847,48072.3273,,,,0,98221.6873,0,15.92540519,0,0,2.370904921,0,0,7.791851212,4.422254332,0,0,0,30.51041565,18.6807279,0.000010566,18.68073847,,0,,0,59.75718345,595.202209,10.04
CARROLL,VIRGINIA,VIRGINIA_CARROLL,2012,1237440000,,387.9512,,0,,,0,0,200.089,,,,588.0402,43824.14045,23752.97932,67577.11977,,,,0,68165.15997,0,0.31351112,0,0,0,0,0,0,0.161695921,0,0,0,0.47520704,35.41516393,1.91953E-05,35.41518313,,0,,0,55.08562837,610.936673,9.02
CARROLL,NEW HAMPSHIRE,NEW HAMPSHIRE_CARROLL,2012,2573769984,,,,0,,,0,0,,,,,0,29900.71211,54294.24053,84194.95264,,,,0,84194.95264,0,0,0,0,0,0,0,0,0,0,0,0,0,11.61747643,2.10952E-05,11.61749753,,0,,0,32.71269506,691.729119,4.73
CARROLL,KENTUCKY,KENTUCKY_CARROLL,2012,355564000,1732.696,2269.168,,0,,,0,1814.6,,,,,5816.464,2704.242996,,2704.242996,,,,0,8520.706996,4.873091764,6.38188343,0,0,0,0,0,5.103441293,0,0,0,0,16.35841649,7.605502796,,7.605502796,,0,,0,23.96391928,819.822914,2.92
CARROLL,ARKANSAS,ARKANSAS_CARROLL,2012,1653880064,,,,0,,,0,0,,,,,0,12391.59449,78.09527848,12469.68977,,,,0,12469.68977,0,0,0,0,0,0,0,0,0,0,0,0,0,7.492438392,4.72194E-08,7.492438439,,0,,0,7.539657826,702.12163,1.07
CARSON,TEXAS,TEXAS_CARSON,2012,2392839936,,73165.7,,0,12447.43,,9336.294,0,65671.85,,,,160621.274,,,0,,,,0,160621.274,0,30.57693032,0,0,5.201948452,0,3.901762863,0,27.44514959,0,0,0,67.12579123,,,0,,0,,0,67.12579123,230.31973,29.14
CARSON CITY,NEVADA,NEVADA_CARSON CITY,2012,407267008,1704.121,,,0,,,0,0,,,,,1704.121,231.058737,49758.70705,49989.76579,96.00179,,,96.00179,51789.88858,4.184284429,0,0,0,0,0,0,0,0,0,0,0,4.184284429,0.567339687,0.000122177,0.567461864,1.635662,0.235721991,,0.235721991,127.1644586,201.932654,62.97
CARTER,KENTUCKY,KENTUCKY_CARTER,2012,1067379968,,,,0,,,0,0,,,,,0,53674.08883,1429.744329,55103.83316,,,,0,55103.83316,0,0,0,0,0,0,0,0,0,0,0,0,0,50.28583114,1.33949E-06,50.28583248,,0,,0,51.6253207,251.946538,20.49
CARTER,MISSOURI,MISSOURI_CARTER,2012,1318439936,,181.4253,,0,,,0,164.525,19.99943,,,,365.94973,56044.58032,3045.715861,59090.29618,,,,0,59456.24591,0,0.137606041,0,0,0,0,0,0.124787634,0.015169011,0,0,0,0.277562686,42.50825448,2.31009E-06,42.50825679,,0,,0,45.09590789,377.1412,11.96
CARTER,TENNESSEE,TENNESSEE_CARTER,2012,900252992,,1437.432,,0,,,0,0,48.80641,,,,1486.23841,9422.061831,594.7255823,10016.78741,,,,0,11503.02582,0,1.596697831,0,0,0,0,0,0,0.054214105,0,0,0,1.650911936,10.46601557,6.60621E-07,10.46601623,,0,,0,12.77754801,451.572423,2.83
CARTER,MONTANA,MONTANA_CARTER,2012,8671370240,14318.8,544.0786,,0,,,0,0,12100.43,,6755.007,,33718.3156,,402.4910506,402.4910506,8614.378,,,8614.378,42735.18465,1.651273052,0.062744247,0,0,0,0,0,0,1.395446125,0,0.779001105,0,3.888464529,,4.64161E-08,4.64161E-08,2.986764,0.993427539,,0.993427539,4.928308153,534.503864,0.92
CARTER,OKLAHOMA,OKLAHOMA_CARTER,2012,2159450112,322.2647,,,0,,,0,0,1050.236,,,,1372.5007,,,0,,,,0,1372.5007,0.149234612,0,0,0,0,0,0,0,0.486344183,0,0,0,0.635578795,,,0,,0,,0,0.635578795,543.951588,0.12
CARTERET,NORTH CAROLINA,NORTH CAROLINA_CARTERET,2012,1463670016,,50162.37,,0,657.3588,,0,21050.72,5792.596,,,,77663.0448,8643.30831,30601.33451,39244.64282,,,,0,116907.6876,0,34.27163872,0,0,0.449116804,0,0,14.38214882,3.957583292,0,0,0,53.06048764,5.905230151,2.09073E-05,5.905251058,,0,,0,79.87298117,979.240872,8.16
CARVER,MINNESOTA,MINNESOTA_CARVER,2012,974204992,27883.57,222011.5,,0,,,0,46029.11,,,1191.479,,297115.659,7616.38059,18.02198734,7634.402577,,,,0,304750.0616,28.6218714,227.8899224,0,0,0,0,0,47.24786916,0,0,1.223026991,0,304.9826899,7.81804718,1.84992E-08,7.818047198,,0,,0,312.8192363,510.564471,61.27
CASCADE,MONTANA,MONTANA_CASCADE,2012,7022770176,62810.22,,,0,,,0,0,132840.7,,22656.72,,218307.64,,2084.543203,2084.543203,322.1909,,,322.1909,220714.3741,8.943795458,0,0,0,0,0,0,0,18.91571227,0,3.226179902,0,31.08568763,,2.96826E-07,2.96826E-07,2.986764,0.045878036,,0.045878036,31.42839201,287.681695,10.92
CASEY,KENTUCKY,KENTUCKY_CASEY,2012,1154429952,5229.507,13275.15,,0,,,0,5462.052,431.1646,,,,24397.8736,116265.3334,2384.909658,118650.2431,,,,0,143048.1167,4.529947435,11.49931183,0,0,0,0,0,4.731384516,0.373487018,0,0,0,21.1341308,100.7123327,2.06588E-06,100.7123348,,0,,0,123.9123399,565.011725,21.93
CASS,IOWA,IOWA_CASS,2012,1463079936,20156.73,352332.9,,0,,,0,107845.2,,,,,480334.83,975.581334,,975.581334,,,,0,481310.4113,13.77691642,240.8158921,0,0,0,0,0,73.71107849,0,0,0,0,328.303887,0.666799749,,0.666799749,,0,,0,328.9706868,578.984162,56.82
CASS,ILLINOIS,ILLINOIS_CASS,2012,993884992,3660.71,219789.7,,0,,,0,51359.28,4112.883,,,,278922.573,5819.25708,1483.810291,7303.067371,,,,0,286225.6404,3.683232999,221.141985,0,0,0,0,0,51.67527472,4.138188053,0,0,0,280.6386808,5.855060824,1.49294E-06,5.855062317,,0,,0,287.9866812,529.577543,54.38
CASS,NORTH DAKOTA,NORTH DAKOTA_CASS,2012,4578690048,12967.14,1004522,,0,,,0,420338.2,5958.11,,137766,,1581551.45,898.561755,,898.561755,,,,0,1582450.012,2.83206329,219.3906968,0,0,0,0,0,91.80315671,1.301269563,0,30.08851845,0,345.4157048,0.196248653,,0.196248653,,0,,0,345.6119535,843.062088,40.99
CASS,INDIANA,INDIANA_CASS,2012,1074739968,8741.134,231705.4,,0,,,0,96302.64,5425.18,,,,342174.354,4039.249032,66.08062025,4105.329652,,,,0,346279.6837,8.133254797,215.5920566,0,0,0,0,0,89.60552586,5.047900107,0,0,0,318.3787374,3.758350068,6.14852E-08,3.758350129,,0,,0,322.1985726,820.325484,39.28
CASS,MICHIGAN,MICHIGAN_CASS,2012,1316930048,,247933.4,,0,,,0,46138.62,3690.02,,,,297762.04,19186.4329,72.08794937,19258.52085,,,,0,317020.5608,0,188.266188,0,0,0,0,0,35.0349816,2.801986336,0,0,0,226.1031559,14.56906001,5.47394E-08,14.56906006,,0,,0,240.7269553,637.588269,37.76
CASS,NEBRASKA,NEBRASKA_CASS,2012,1465570048,11731.79,209072.9,,0,,,0,99379.78,1427.754,,,,321612.224,1514.718387,,1514.718387,,,,0,323126.9424,8.004932972,142.6563679,0,0,0,0,0,67.80964181,0.974197038,0,0,0,219.4451398,1.033535305,,1.033535305,,0,,0,220.4786751,766.23065,28.77
CASS,TEXAS,TEXAS_CASS,2012,2487310080,,,,0,,,0,0,,,,,0,118952.4609,110805.1855,229757.6464,,,,0,229757.6464,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82373611,4.45482E-05,47.82378066,,0,,0,92.37193555,597.398207,15.46
CASS,MISSOURI,MISSOURI_CASS,2012,1819600000,,34857.72,,0,,,375.8116,36362.88,10510.88,,,,82107.2916,18955.37417,,18955.37417,,,,0,101062.6658,0,19.15680369,0,0,0,0,0.206535282,19.98399648,5.776478347,0,0,0,45.12381381,10.41733027,,10.41733027,,0,,0,55.54114408,399.108987,13.92
CASS,MINNESOTA,MINNESOTA_CASS,2012,6251650048,11475.9,,,0,,,0,0,,,851.3263,,12327.2263,149957.1203,47620.09789,197577.2182,,,,0,209904.4445,1.835659372,0,0,0,0,0,0,0,0,0,0.136176256,0,1.971835628,23.98680655,7.6172E-06,23.98681417,,0,,0,33.57584684,491.546658,6.83
CASSIA,IDAHO,IDAHO_CASSIA,2012,6684879872,160992.3,,,0,,,0,0,119168.3,,48408.52,,328569.12,,,0,5327.103,,,5327.103,333896.223,24.08305057,0,0,0,0,0,0,0,17.82654323,0,7.241494376,0,49.15108817,,,0,2.420955,0.796888366,,0.796888366,49.94797654,257.610205,19.39
CASTRO,TEXAS,TEXAS_CASTRO,2012,2328689920,,369201.1,,0,20000.13,,26925.49,0,61575.02,,,,477701.74,,,0,,,,0,477701.74,0,158.544552,0,0,8.588575846,0,11.5625055,0,26.4419146,0,0,0,205.1375479,,,0,,0,,0,205.1375479,426.036616,48.15
CASWELL,NORTH CAROLINA,NORTH CAROLINA_CASWELL,2012,1109580032,,965.4391,,0,,,0,1865.091,2161.784,,,,4992.3141,62112.0116,41102.1458,103214.1574,,,,0,108206.4715,0,0.870094155,0,0,0,0,0,1.680898129,1.948290288,0,0,0,4.499282572,55.97794644,0.000037043,55.97798348,,0,,0,97.52020438,493.021306,19.78
CATAHOULA,LOUISIANA,LOUISIANA_CATAHOULA,2012,1914700032,,86034.79,,0,12192.46,,49223.8,56792.02,,,,,204243.07,9019.848474,21031.65923,30051.5077,,,,0,234294.5777,0,44.93382178,0,0,6.367817306,0,25.70836119,29.66105346,0,0,0,0,106.6710537,4.710841554,1.09843E-05,4.710852538,,0,,0,122.3662056,1117.569226,10.95
CATAWBA,NORTH CAROLINA,NORTH CAROLINA_CATAWBA,2012,1077449984,,7723.513,,0,,,0,9064.342,6782.54,,,,23570.395,46442.80614,18214.22187,64657.02801,,,,0,88227.42301,0,7.168326247,0,0,0,0,0,8.412772875,6.294992901,0,0,0,21.87609202,43.10437313,1.69049E-05,43.10439003,,0,,0,81.88540008,548.234641,14.94
CATOOSA,GEORGIA,GEORGIA_CATOOSA,2012,420824992,,1199.91,,0,,,0,148.6374,88.2276,,,,1436.775,10209.37308,2024.469911,12233.84299,,,,0,13670.61799,0,2.851327803,0,0,0,0,0,0.353204783,0.209653898,0,0,0,3.414186484,24.2603773,4.81072E-06,24.26038211,,0,,0,32.4852807,557.853517,5.82
CATRON,NEW MEXICO,NEW MEXICO_CATRON,2012,17949300736,6690.13,176.5301,,0,,,9.261394,0,,,,,6875.921494,445.002012,3364.104304,3809.106316,12495.02,,,12495.02,23180.04781,0.372723712,0.009834929,0,0,0,0,0.000515975,0,0,0,0,0,0.383074616,0.024792164,1.87423E-07,0.024792351,3.468995,0.696128511,,0.696128511,1.291417875,140.989445,0.92
CATTARAUGUS,NEW YORK,NEW YORK_CATTARAUGUS,2012,3425530112,11772.92,40092.99,,0,,,0,4851.561,1480.824,,,,58198.295,135092.3416,44946.83643,180039.178,,,,0,238237.473,3.436816964,11.70417094,0,0,0,0,0,1.41629495,0.432290464,0,0,0,16.98957332,39.4369155,1.31211E-05,39.43692862,,0,,0,69.5476219,723.774002,9.61
CAVALIER,NORTH DAKOTA,NORTH DAKOTA_CAVALIER,2012,3911500032,3321,12374.78,,0,,,0,46616.62,25675.16,,434393.4,,522380.96,136.923696,,136.923696,,,,0,522517.8837,0.84903489,3.163691653,0,0,0,0,0,11.91783705,6.564018865,0,111.055451,0,133.5500334,0.035005419,,0.035005419,,0,,0,133.5850388,488.511311,27.35
CAYUGA,NEW YORK,NEW YORK_CAYUGA,2012,1904620032,34922.39,119227.9,,0,,,0,41947.76,10787.91,,,,206885.96,43096.73332,1363.663709,44460.39703,,,,0,251346.357,18.33562045,62.5993101,0,0,0,0,0,22.02421443,5.664074628,0,0,0,108.6232196,22.62747036,7.15977E-07,22.62747108,,0,,0,131.9666667,616.239659,21.41
CECIL,MARYLAND,MARYLAND_CECIL,2012,975632000,,65106.64,,0,,,0,27465.33,19076.16,,,,111648.13,13991.89019,66.08062025,14057.97081,,,,0,125706.1008,0,66.73278449,0,0,0,0,0,28.1513214,19.5526182,0,0,0,114.4367241,14.34136046,6.77311E-08,14.34136053,,0,,0,128.8458156,751.223941,17.15
CEDAR,IOWA,IOWA_CEDAR,2012,1507040000,17281.87,546815.3,,0,,,0,163172,,,,,727269.17,1198.08234,,1198.08234,,,,0,728467.2523,11.46742621,362.8406014,0,0,0,0,0,108.2731712,0,0,0,0,482.5811989,0.794990405,,0.794990405,,0,,0,483.3761893,655.379617,73.76
CEDAR,NEBRASKA,NEBRASKA_CEDAR,2012,1932000000,40910.87,353572.3,,0,,,0,94515.35,601.6151,,,,489600.1351,2096.644095,,2096.644095,,,,0,491696.7792,21.17539855,183.0084369,0,0,0,0,0,48.92098861,0.311394979,0,0,0,253.416219,1.085219511,,1.085219511,,0,,0,254.5014385,473.944981,53.70
CEDAR,MISSOURI,MISSOURI_CEDAR,2012,1291330048,,3413.855,,0,,,108.5678,4515.546,1669.024,,,,9706.9928,40169.98931,,40169.98931,,,,0,49876.98211,0,2.643673479,0,0,0,0,0.084074401,3.496817879,1.292484445,0,0,0,7.517050203,31.10745342,,31.10745342,,0,,0,38.62450362,471.997604,8.18
CENTRE,PENNSYLVANIA,PENNSYLVANIA_CENTRE,2012,2882569984,18770.87,55934.33,,0,,,0,13471.82,7069.396,,,,95246.416,83360.85767,4157.071747,87517.92942,,,,0,182764.3454,6.511852307,19.4043268,0,0,0,0,0,4.673544814,2.45246292,0,0,0,33.04218684,28.91893627,1.44214E-06,28.91893771,,0,,0,63.4032639,650.345865,9.75
CERRO GORDO,IOWA,IOWA_CERRO GORDO,2012,1489639936,4145.635,474718,,0,,,0,111539.1,,,,,590402.735,2806.935768,,2806.935768,,,,0,593209.6708,2.782977886,318.6796947,0,0,0,0,0,74.87655057,0,0,0,0,396.3392231,1.884304858,,1.884304858,,0,,0,398.223528,674.645169,59.03
CHAFFEE,COLORADO,COLORADO_CHAFFEE,2012,2629459968,6826.5,,,0,,,0,0,,,,,6826.5,8.557731,1033.260608,1041.818339,48.11425,,,48.11425,7916.432589,2.59616046,0,0,0,0,0,0,0,0,0,0,0,2.59616046,0.003254558,3.92955E-07,0.003254951,2.694457,0.018298149,,0.018298149,3.010668611,217.731571,1.38
CHAMBERS,ALABAMA,ALABAMA_CHAMBERS,2012,1562220032,,1204.788,,0,32.05125,,0,244.8831,,,,,1481.72235,25998.38678,52113.58006,78111.96684,,,,0,79593.68919,0,0.771202504,0,0,0.020516476,0,0,0.156753271,0,0,0,0,0.948472251,16.64194943,3.33587E-05,16.64198279,,0,,0,50.94909012,440.602497,11.56
CHAMBERS,TEXAS,TEXAS_CHAMBERS,2012,1650230016,,411.6778,,0,,,580.574,925.5555,,,,,1917.8073,18484.69896,2613.188165,21097.88713,,,,0,23015.69443,0,0.24946692,0,0,0,0,0.351813986,0.560864541,0,0,0,0,1.162145447,11.20128635,1.58353E-06,11.20128793,,0,,0,13.94696145,686.652643,2.03
CHAMPAIGN,ILLINOIS,ILLINOIS_CHAMPAIGN,2012,2585799936,2763.489,672872.5,,0,,,0,304322.9,6572.452,,,,986531.341,1283.65965,12.01465823,1295.674308,,,,0,987827.0153,1.068717251,260.2183141,0,0,0,0,0,117.6900408,2.541748071,0,0,0,381.5188203,0.496426515,4.6464E-09,0.49642652,,0,,0,382.0198932,803.09585,47.57
CHAMPAIGN,OHIO,OHIO_CHAMPAIGN,2012,1113139968,8142.921,235374.1,,0,,,0,89685.3,8060.422,,,,341262.743,25.673193,,25.673193,,,,0,341288.4162,7.315271425,211.4505873,0,0,0,0,0,80.56965214,7.241157655,0,0,0,306.5766685,0.02306376,,0.02306376,,0,,0,306.5997323,877.450512,34.94
CHARITON,MISSOURI,MISSOURI_CHARITON,2012,1985740032,,89584.17,,0,,,916.4687,94160.45,9009.325,,,,193670.4137,8823.020661,,8823.020661,,,,0,202493.4344,0,45.11374528,0,0,0,0,0.461525016,47.41831684,4.537011318,0,0,0,97.53059846,4.443190206,,4.443190206,,0,,0,101.9737887,559.051301,18.24
CHARLES,MARYLAND,MARYLAND_CHARLES,2012,1254470016,,7275.978,,0,,,0,5000.576,,,,,12276.554,50268.11189,2018.462582,52286.57447,,,,0,64563.12847,0,5.800041378,0,0,0,0,0,3.986206076,0,0,0,0,9.786247454,40.07119441,1.60902E-06,40.07119602,,0,,0,51.46645806,968.330449,5.31
CHARLES CITY,VIRGINIA,VIRGINIA_CHARLES CITY,2012,518739008,,16193.63,,0,,,0,1760.646,12493.27,,,,30447.546,28574.26381,10008.2103,38582.47411,,,,0,69030.02011,0,31.21729762,0,0,0,0,0,3.394088304,24.08392237,0,0,0,58.6953083,55.08408538,1.92933E-05,55.08410467,,0,,0,133.072738,782.446233,17.01
CHARLES MIX,SOUTH DAKOTA,SOUTH DAKOTA_CHARLES MIX,2012,2979290112,44580.82,119147,,0,,,0,73561.59,68838.74,,,,306128.15,770.19579,,770.19579,,,,0,306898.3458,14.9635713,39.9917415,0,0,0,0,0,24.69097914,23.10575252,0,0,0,102.7520444,0.258516546,,0.258516546,,0,,0,103.010561,380.258248,27.09
CHARLESTON,SOUTH CAROLINA,SOUTH CAROLINA_CHARLESTON,2012,2653690112,,834.9976,,0,,,0,196.3473,231.5737,,,,1262.9186,27744.1639,89172.79337,116916.9573,,,,0,118179.8759,0,0.314655278,0,0,0,0,0,0.07399029,0.087264786,0,0,0,0.475910354,10.45493736,3.36033E-05,10.45497096,,0,,0,44.53416597,715.297253,6.23
CHARLEVOIX,MICHIGAN,MICHIGAN_CHARLEVOIX,2012,1180380032,,5663.91,,0,,,0,0,68.05545,,,,5731.96545,20495.76575,2414.946304,22910.71205,,,,0,28642.6775,0,4.798378358,0,0,0,0,0,0,0.057655542,0,0,0,4.8560339,17.36370083,2.04591E-06,17.36370288,,0,,0,24.2656405,693.033471,3.50
CHARLOTTE,VIRGINIA,VIRGINIA_CHARLOTTE,2012,1236739968,,1953.191,,0,,,0,5389.447,4284.113,,,,11626.751,116830.1436,83898.35841,200728.502,,,,0,212355.253,0,1.57930612,0,0,0,0,0,4.357785096,3.464036993,0,0,0,9.401128209,94.46621492,6.78383E-05,94.46628276,,0,,0,171.7056604,680.705474,25.22
CHARLOTTE,FLORIDA,FLORIDA_CHARLOTTE,2012,1934119936,,,,0,,,0,0,,,,,0,,5214.361671,5214.361671,,,,0,5214.361671,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.69599E-06,2.69599E-06,,0,,0,2.695986724,515.714581,0.52
CHARLOTTESVILLE,VIRGINIA,VIRGINIA_CHARLOTTESVILLE,2012,26504400,,,,0,,,0,0,,,,,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,653.898701,0.00
CHARLTON,GEORGIA,GEORGIA_CHARLTON,2012,2030560000,,290.9105,,0,,,0,0,,,,,290.9105,10106.68031,196193.3615,206300.0418,,,,0,206590.9523,0,0.143266143,0,0,0,0,0,0,0,0,0,0,0.143266143,4.977287207,9.66203E-05,4.977383827,,0,,0,101.7408756,360.733677,28.20
CHASE,NEBRASKA,NEBRASKA_CHASE,2012,2324140032,6818.478,631339.3,,0,,,606.8177,11215.06,49417.03,,,,699396.6857,504.906129,,504.906129,,,,0,699901.5918,2.933763846,271.6442604,0,0,0,0,0.261093433,4.825466558,21.26250111,0,0,0,300.9270853,0.21724428,,0.21724428,,0,,0,301.1443296,319.248736,94.33
CHASE,KANSAS,KANSAS_CHASE,2012,2014290048,3420.856,5037.653,,0,,,390.995,10998.48,17036.82,,,,36884.804,248.174199,,248.174199,,,,0,37132.9782,1.698293651,2.500957101,0,0,0,0,0.194110575,5.46022655,8.457977547,0,0,0,18.31156543,0.123206784,,0.123206784,,0,,0,18.43477221,366.547536,5.03
CHATHAM,NORTH CAROLINA,NORTH CAROLINA_CHATHAM,2012,1836429952,,4076.299,,0,124.2684,,0,2474.709,1697.409,,,,8372.6854,60212.19532,80858.64987,141070.8452,,,,0,149443.5306,0,2.219686624,0,0,0.067668467,0,0,1.347565148,0.924298255,0,0,0,4.559218494,32.78763519,4.40303E-05,32.78767922,,0,,0,81.37720169,510.523741,15.94
CHATHAM,GEORGIA,GEORGIA_CHATHAM,2012,1277040000,,306.4257,,0,,,0,66.19543,132.9521,,,,505.57323,7488.014625,16688.36028,24176.37491,,,,0,24681.94814,0,0.239949962,0,0,0,0,0,0.051835048,0.104109582,0,0,0,0.395894592,5.863570934,0.000013068,5.863584002,,0,,0,19.32746675,545.425694,3.54
CHATTAHOOCHEE,GEORGIA,GEORGIA_CHATTAHOOCHEE,2012,650160000,,,,0,,,0,0,,,,,0,8189.748567,10981.39762,19171.14619,,,,0,19171.14619,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5965125,1.68903E-05,12.59652939,,0,,0,29.48681276,498.052155,5.92
CHATTOOGA,GEORGIA,GEORGIA_CHATTOOGA,2012,812100992,,2703.23,,0,,,0,828.6333,808.753,,,,4340.6163,27786.95256,17361.18114,45148.1337,,,,0,49488.75,0,3.328686982,0,0,0,0,0,1.020357453,0.99587737,0,0,0,5.344921805,34.21612931,2.13781E-05,34.21615069,,0,,0,60.93915718,575.161042,10.60
CHAUTAUQUA,NEW YORK,NEW YORK_CHAUTAUQUA,2012,2809789952,15771.28,36526.21,,0,,,0,3990.409,847.8911,,,,57135.7901,96710.91803,432.5276962,97143.44573,,,,0,154279.2358,5.612974731,12.99962297,0,0,0,0,0,1.420180536,0.301763162,0,0,0,20.3345414,34.41926965,1.53936E-07,34.4192698,,0,,0,54.90774701,386.038117,14.22
CHAUTAUQUA,KANSAS,KANSAS_CHAUTAUQUA,2012,1670150016,882.5325,3069.667,,0,,,50.07339,2898.884,5967.046,,,,12868.20289,68.461848,,68.461848,,,,0,12936.66474,0.528415107,1.837958848,0,0,0,0,0.029981373,1.735702765,3.572760496,0,0,0,7.704818589,0.040991436,,0.040991436,,0,,0,7.745810025,715.290259,1.08
